GCSs_coordinate	N3E	Score
1101	11.6922739	3.689438
1464	9.68136267188	5.60556785
1465	8.21860368678	5.4736893
1553	9.28825033785	4.279741550000001
2418	7.88569925417	0.365832765
3319	14.5264367719	6.3762325
6596	7.67180450729	2.7006536
6656	14.8096702777	3.5516423
6922	8.44482809204	-3.91129815
8158	7.58088401523	7.035034850000001
8327	8.06264973623	5.071016
9816	10.300723942	1.2723331
10715	26.8500041204	4.8184279
10760	10.3393804965	2.08969985
10804	21.5558084715	7.6996325
13382	8.90097323227	6.459042
15113	6.75732164272	-2.0638517
15214	12.2377831757	3.3927707500000004
15215	23.1506957723	5.20208145
15220	12.3766544315	-1.6880887999999998
15226	41.6775821205	5.4276161
15849	18.6950936103	2.5266953
16628	14.0223499323	0.13586142000000007
18716	31.8596073347	3.52891025
19079	12.1767844596	0.87429265
19909	8.5171981955	-1.4135521
20082	34.3450032176	6.77635625
20088	6.58288554763	-0.48521349999999996
20095	22.4499053824	7.501506300000001
21071	13.2572823708	2.1924116000000002
21072	11.4742033251	1.92091
21540	18.8974985148	4.2073588
21891	15.739803827	5.0234817
23737	11.4793939974	1.7283996499999998
24096	8.12504319463	6.37211865
24560	35.7203827465	0.71736215
24646	10.2069049169	4.5406822
24865	22.0403517275	4.901705
24980	9.92739293519	4.5669067000000005
24981	14.2024187344	4.2266706
25027	6.22617974497	5.023289
26932	9.29401959355	2.9907684000000003
27654	17.9189522758	4.6846149
27732	14.9968738161	0.70166334
28494	8.53980175518	2.17582525
33108	10.7076690663	3.65434325
33109	7.18261881107	1.53923335
38255	5.77994500389	3.45056115
39822	24.213356379	3.44622475
42756	9.63841718839	6.663821799999999
43537	7.15529482937	3.4919552000000005
43736	16.9116558981	5.41684075
44173	5.42850245951	2.3575271
44442	10.6741260172	5.55231075
44646	9.341797037	1.94405845
45528	7.60908012343	4.22452605
45830	10.3163211808	-1.12591473
46304	8.32277529771	1.0068803
47760	25.4966835953	2.23340185
48244	25.3070508732	6.37196125
48545	13.0856502917	1.2108006150000001
48895	12.4777530789	3.4355450000000003
49510	6.55625212343	1.86722245
50853	14.7289147873	5.099944000000001
51450	29.7016918222	3.20349955
52540	7.98008765573	3.9128180500000003
56205	11.4237881927	3.6313244
56755	8.52508150718	2.8666457999999997
60222	11.0377885866	3.9046987
60268	6.26357644803	0.695657705
61364	16.8260505805	-0.96499213
62392	6.43168981234	2.928143585
62781	12.0913649264	4.94415735
64477	16.7216125896	3.5505066
65495	17.8624279374	7.7105015
66948	8.63682234167	5.0475235000000005
67868	28.5352757233	5.791333
67873	11.3251949795	-0.72092417
67877	18.1655381393	6.962276
67878	9.69202362927	8.15979975
69983	12.8465824182	0.63492225
72402	6.10495298426	6.299136750000001
74245	10.7635159582	9.7093798
74246	6.29342376612	4.4952589
74465	24.9126461006	10.002767
75736	42.182100892	7.03671315
81895	8.47872956023	4.70976675
92054	8.50796346386	4.44530155
92123	7.82507210229	4.3547764
94239	9.11673488749	5.05959535
96234	14.3236356614	5.03178455
96483	17.0212619862	3.1329595
97497	12.5025236491	3.1046763
98524	6.92422179776	3.37445885
99167	6.58326550936	3.9806147
101609	21.4330982938	4.5500228499999995
103637	25.4556313723	6.140969350000001
103638	16.7795230884	4.22971815
103908	9.8573811079	-0.11325923499999999
104269	22.2557231672	1.114103185
104370	21.4615976579	4.1491335
105619	7.42987197645	2.0339454150000003
106051	6.0935991074	4.69627965
106351	6.25055773101	-0.136628503
107306	15.0915791297	3.4066795
107902	7.31910537016	4.2767532500000005
108520	10.8787664483	6.509294000000001
109255	14.8816265228	4.4933283500000005
109751	6.98487520139	1.90077505
110048	8.2783844784	2.46604395
110279	5.91471311374	-1.4154768
110445	11.1153279936	3.6650186000000002
110488	21.5797127113	2.7814888
110585	7.86587561249	2.44859615
110606	20.4970966405	4.14061635
110738	6.31365309854	-0.8017804
113536	26.9403509445	4.4149180999999995
113604	13.7692024655	5.281772500000001
114608	123.443224559	5.78291735
114609	17.6527148395	0.602405935
114866	11.5169659721	3.3837537500000003
115016	13.8068031959	6.5862415
115106	33.6271527882	5.06537475
115187	5.43087521299	-0.28386041999999995
115376	5.69894926256	0.8280431500000001
115377	8.53255004936	1.874336365
115942	9.18868845587	3.1767472999999997
116157	6.92276602875	-0.19123429999999997
116158	21.2191324173	3.3286267499999997
116229	13.0879369008	3.2783420999999997
116474	16.4957328909	2.2946353999999998
116704	6.92462284315	6.2007527499999995
116933	9.14180338837	-2.0688464150000003
116990	16.5687229998	2.4986284
117041	8.91326669064	1.3148362775
117187	5.66123340864	2.5347898
117379	9.64824215469	3.65472325
118392	8.6153976189	5.22010485
118393	11.4038400019	-1.6772711
118724	14.0805365125	1.5937159300000001
119402	11.4168401496	4.109269
119455	13.1092471681	2.19951935
119592	10.498705029	-1.32243925
120327	10.9132721367	2.14962805
123375	10.1321483679	2.80127325
123496	8.00958461308	1.6316224
123837	7.74115564043	4.7359747500000005
125273	40.7175183921	1.24614525
125413	6.63058347681	3.30445885
125414	5.75200555811	1.108713285
127290	7.67570868473	3.6615404
127807	7.38052140394	0.553573205
128613	10.9194141506	0.998619635
129098	30.1036966651	3.8680629
129548	6.44252023177	2.17661113
129766	9.0776119809	6.4101837
130016	30.2037094569	9.2718525
130085	27.3930902301	1.18723295
130525	7.9795683045	2.281108
130666	16.9812203435	3.6619734999999998
130922	15.2938938108	3.27539615
131589	8.36827158033	2.1992001500000002
131606	9.70618792342	2.1071046
131752	12.0056100251	4.11308695
132179	23.9968925414	3.61387505
132873	7.67654936217	2.7241956
133789	54.2796085984	6.781890649999999
133842	12.6632318624	5.4610143
133843	5.44855317448	3.7302611499999996
133897	29.9671502786	3.5778992499999998
133899	13.2922014558	7.122239499999999
135979	6.63470816432	-5.0058288
136263	12.4674865949	6.5594304
136266	13.8932848801	5.9129084999999995
136267	21.9562299654	-3.3717944
136268	9.86918055349	1.0420578999999999
136929	7.39213980965	3.30703475
137960	7.86759270226	2.9377613
138219	6.94337423215	-2.50293725
139014	15.3747932296	3.9692048499999997
139101	6.2576066046	8.08958975
139343	7.74174698665	1.9161554
139725	12.7669892782	2.06310465
139880	13.9547040467	5.68817705
139929	10.619769625	3.235277145
140045	6.01971600256	5.3387332
140847	6.5936455961	1.3890611000000002
141150	13.3956913344	2.97774755
141151	15.0415337839	4.2676463
141152	13.6953909944	1.2483925
141175	7.01628168565	1.11205902
141768	9.99721340035	2.7920680000000004
143763	13.9435241251	5.168087
143800	5.45403947486	-3.264940175
144758	25.7289438975	1.0625826575
144759	31.1909048233	-1.8988388500000002
145669	7.41426917836	2.28361555
146040	50.1742783716	9.2925845
146109	8.68737183997	3.7473264
146680	6.0378785363	-2.4874093999999998
153270	14.4427390463	2.2401314
157589	6.80736365193	0.20492169999999998
157919	25.3419248352	5.493783499999999
160381	14.0685321565	7.13874475
161414	350.856587392	6.5952494999999995
162359	5.13648528474	4.76156325
162463	8.93014065786	5.31950595
163699	17.3835404034	8.245518
165573	11.8178455476	1.576558765
166529	9.85290371984	-0.08604756350000001
166743	7.04662973545	5.07933545
170332	10.2586286984	3.774818
170362	23.2257384871	1.6058069499999998
171374	25.7427334341	7.9082225
172487	18.9492633307	5.834611799999999
172553	7.56096069828	5.3099043
173119	6.50439101738	10.782616
173599	15.4170896272	-0.13650985000000004
173724	9.45418958537	4.87464965
174686	7.64520882776	-0.09883763500000001
179197	6.7282525959	4.03421265
181887	39.3732524361	6.1900043
182552	10.1478108163	2.69201705
183413	6.0021925549	4.57277295
184444	8.68764807262	2.84606615
188535	10.0542068676	4.3269019
194360	6.68527850801	6.36041495
196091	62.9684871955	-0.75937465
198590	6.56506441002	6.0213389500000005
198841	9.55881203073	-1.057053035
198842	22.0054052587	2.6728165
198979	19.8909964979	0.07114725
199520	54.1391954646	4.1728992
200418	7.45453322191	-0.32194009
203123	9.01436524367	3.51022
203437	11.5027245711	7.398760749999999
204143	9.79340759358	2.17163635
204485	9.20458371707	6.7998122
204749	20.3537689796	10.04053
205269	29.7773843427	2.85471645
205803	17.3067303711	6.774039849999999
205804	5.20398318708	-0.9426764999999999
205866	9.9489233933	1.06980465
205982	70.1103240726	5.512748
207017	49.3143640508	2.62543815
207093	14.4842144796	4.5415235
207191	10.8949928092	4.86142625
207204	9.1478065218	2.4514446
208142	23.2503312559	5.72512555
208151	12.4870428828	4.5441155
209113	8.45323987713	-4.3200211500000005
210136	14.4910228845	10.338736
210884	16.6938259332	2.10249365
210885	7.44203681897	-1.7455596
211621	9.26669803816	0.34408220199999995
212590	9.06815458295	1.9926077000000002
213002	14.4711611396	8.86304385
213370	9.62076083583	6.343352299999999
213481	13.1275004382	6.5137538
214104	6.62003998449	2.341601635
214202	6.63136765192	-2.4180423500000003
214927	36.8836671187	2.7517441
217447	6.61516273877	3.80624875
219662	9.95221980345	3.47695575
222006	22.835460145	4.06832095
