GCSs_coordinate	N3E	Score
3193	9.72154868914	6.990086
3319	9.17410631955	6.3762325
3987	9.66721454377	8.283663
6656	12.8925497573	3.5516423
7137	6.45065357165	7.45577285
8326	10.197652618	3.84003185
8327	10.1976718451	5.071016
9791	14.1092596881	-4.09331405
9792	9.66635118403	-2.0140664999999998
9793	15.2531479567	-1.5192832
9795	8.81028578872	-3.90908975
9797	15.9160010383	-1.49311058
10217	6.96157316871	1.5955134499999999
10714	7.53547421902	5.75094465
10804	6.86224679208	7.6996325
12677	10.7416096626	6.397188
15215	23.1520351677	5.20208145
15221	5.37553350102	-1.6230052
15226	12.9333252151	5.4276161
16628	8.60827840475	0.13586142000000007
20066	7.55200681678	-2.6946820000000002
20082	25.9709346551	6.77635625
20088	9.12858345714	-0.48521349999999996
20089	7.54152747223	-1.6338548
20090	9.17127358736	1.5717871000000003
20095	28.2982252108	7.501506300000001
20100	9.71447194563	-1.4398626
20104	8.61729872054	9.9664825
20105	8.62798146338	1.6406638500000001
24560	23.3617730961	0.71736215
27654	16.7388499137	4.6846149
30068	7.01257718927	-3.20121505
30701	7.01282201398	-2.79594617
31245	12.4919205231	5.9451319
32890	8.66304191871	3.0393107
33109	15.6808896703	1.53923335
42755	10.8620532014	2.9974931750000002
42760	8.12784716067	-1.913653025
47760	29.824255546	2.23340185
50911	7.02832594196	2.5945058000000003
50912	5.95536482479	3.01011975
64477	9.81220260319	3.5505066
65495	14.6298928155	7.7105015
66656	10.8906487238	2.067571
66663	9.27524510732	6.915894250000001
66748	9.28611480277	5.418867349999999
66824	15.8355376161	0.5676110149999999
66825	15.8139207041	-1.9476246499999998
66826	55.6452394027	-1.23210145
67868	13.0059076891	5.791333
67873	6.54074651595	-0.72092417
67889	12.3808620737	4.3708266
69160	7.09071638063	6.23670585
69983	25.6053776534	0.63492225
73107	8.59207142122	4.3030082
74431	7.07903924049	6.68751675
74464	6.52867579997	8.202793
74465	16.7119909421	10.002767
75736	24.5789065513	7.03671315
77114	6.53415753875	3.123424225
80116	13.7182812822	5.538275499999999
88472	6.56492415305	-1.03704412
92123	17.7445739109	4.3547764
96169	8.27020327814	7.9041963
97463	9.87727368345	6.12848875
97497	7.98852270128	3.1046763
98046	8.21332166774	0.67597181
100383	8.22576423131	3.974289
101609	18.0517087123	4.5500228499999995
103637	45.4000303919	6.140969350000001
103638	28.1712077581	4.22971815
104268	9.85775023398	0.5767180185
104269	38.0294879519	1.114103185
105619	9.86165626847	2.0339454150000003
109255	7.67639411081	4.4933283500000005
114608	13.7500806874	5.78291735
115517	5.35931850222	2.152565315
115813	5.49425646904	-1.7059237
115818	5.49425646904	-1.7212042
115882	6.65377225904	3.46919935
115942	11.2144583504	3.1767472999999997
119043	7.69839614104	3.0650786500000002
123298	11.0701665852	1.19007565
123299	21.5296513339	-2.1582399199999998
123304	20.9735233259	3.7713475
125273	14.2982483661	1.24614525
129098	8.82091581893	3.8680629
133789	8.13590222359	6.781890649999999
133897	6.67144081855	3.5778992499999998
133899	13.2499684388	7.122239499999999
139880	8.83979523995	5.68817705
141150	6.61216211975	2.97774755
141151	8.79791416761	4.2676463
141152	9.81563090047	1.2483925
143441	6.14616973892	4.3849765000000005
144759	7.17952146257	-1.8988388500000002
146109	14.3913249443	3.7473264
146913	6.6322406147	-0.725001315
149121	7.7348299597	-0.08572922999999999
152292	13.2910100079	2.2478096
157589	10.0057544786	0.20492169999999998
161414	83.4969965714	6.5952494999999995
165795	11.0937025827	4.13969685
166240	10.5546613038	5.19567065
171374	14.6483489418	7.9082225
172487	16.288134021	5.834611799999999
173119	20.0668237333	10.782616
177242	12.4969297397	1.9045029000000002
181887	7.3093726898	6.1900043
182552	9.50068156577	2.69201705
184421	7.2633630386	6.100487449999999
185617	14.4195320089	4.9055190500000005
185623	7.27926777596	-2.47352595
187491	11.6788795022	6.3835044
187492	11.7301460971	2.2126093000000004
187497	13.395588278	-5.239605
187719	8.09653829095	7.057635149999999
190775	8.42603023898	1.504144
192078	7.27266494239	4.21331885
196091	14.2187050729	-0.75937465
196440	7.27502701062	-3.9032041
196441	11.1886487854	-4.74993215
196446	11.7602898258	-0.9709057500000001
196447	15.2238542743	1.58323744
196453	7.26387256044	-4.36772895
198842	9.54652450092	2.6728165
199520	10.6861847127	4.1728992
202897	6.74516573594	3.9759111
204143	9.54989066815	2.17163635
204749	13.0562601712	10.04053
205269	7.29982796148	2.85471645
205982	7.30227888036	5.512748
210136	15.7021046581	10.338736
210137	12.1063695096	5.76771925
210138	8.46422394271	0.98825764
212956	18.6936402293	-0.9380215999999999
213481	23.8376934062	6.5137538
213482	8.45263501938	0.8250781500000001
219662	6.20945071178	3.47695575
222006	7.75581074956	4.06832095
224663	25.2136874787	7.404726500000001
230038	10.36379818	3.2406345500000002
231796	14.7960348285	6.7620747
233295	9.48641938602	6.35374515
235632	23.8364939942	3.0185904
236488	11.9042327099	5.68671275
245249	11.3700967977	2.52348247
248746	13.6251290412	2.8553834
253800	20.8881516446	5.9305888
253981	31.5203432155	4.3305463
255353	9.73933032573	5.3771225000000005
256002	9.69662740884	1.2652614500000001
257312	9.68007771883	4.94354815
261086	14.1606221949	8.8660625
261088	9.72405356665	5.7825678499999995
263695	27.5234723698	10.3827495
264285	18.3111133541	5.2905370000000005
265037	15.5198876433	7.37465675
269046	12.0526312023	3.5956041
269113	5.72035592178	3.9229914
269115	13.2077849606	2.1880169499999997
270095	8.00846608763	5.399416
273487	9.7298298625	0.8681156600000001
